Timestamp,Command,Command Bytes,Response,Response Bytes
2025-12-29T15:07:11.053011,CMD_SET_FREQ,AA 43 00 00 46 50,OK,AA 43
2025-12-29T15:07:13.075663,CMD_MEASURE,AA 48,Z = 755.93988 Ω,99 03 01 01 00 00 00 00 00 00 42 68 44 3C FC 27 BF 39 6C 48
2025-12-29T15:07:13.096985,CMD_SET_FREQ,AA 43 00 00 4A 38,OK,AA 43
2025-12-29T15:07:15.118315,CMD_MEASURE,AA 48,Z = 712.06073 Ω,99 03 01 01 00 00 00 00 00 00 4A 38 44 32 03 E3 BF 44 B0 AB
2025-12-29T15:07:15.140147,CMD_SET_FREQ,AA 43 00 00 4E 20,OK,AA 43
2025-12-29T15:07:17.164377,CMD_MEASURE,AA 48,Z = 713.78949 Ω,99 03 01 01 00 00 00 00 00 00 4A 38 44 32 72 87 BF 44 87 25
2025-12-29T15:07:17.187368,CMD_SET_FREQ,AA 43 00 00 52 08,OK,AA 43
2025-12-29T15:07:19.209412,CMD_MEASURE,AA 48,Z = 675.214844 Ω,99 03 01 01 00 00 00 00 00 00 52 08 44 28 CD C0 BF 4F 7C 5D
2025-12-29T15:07:19.232983,CMD_SET_FREQ,AA 43 00 00 55 F0,OK,AA 43
2025-12-29T15:07:21.255921,CMD_MEASURE,AA 48,Z = 652.629883 Ω,99 03 01 01 00 00 00 00 00 00 55 F0 44 23 28 50 BF 53 DF 5A
2025-12-29T15:07:21.277771,CMD_SET_FREQ,AA 43 00 00 59 D8,OK,AA 43
2025-12-29T15:07:23.299432,CMD_MEASURE,AA 48,Z = 637.341797 Ω,99 03 01 01 00 00 00 00 00 00 59 D8 44 1F 55 E0 BF 58 0A 3A
2025-12-29T15:07:23.324487,CMD_SET_FREQ,AA 43 00 00 5D C0,OK,AA 43
2025-12-29T15:07:25.346289,CMD_MEASURE,AA 48,Z = 613.193726 Ω,99 03 01 01 00 00 00 00 00 00 5D C0 44 19 4C 66 BF 58 5A FA
2025-12-29T15:07:25.367363,CMD_SET_FREQ,AA 43 00 00 61 A8,OK,AA 43
2025-12-29T15:07:27.388527,CMD_MEASURE,AA 48,Z = 614.687317 Ω,99 03 01 01 00 00 00 00 00 00 5D C0 44 19 AB FD BF 58 82 48
2025-12-29T15:07:27.410936,CMD_SET_FREQ,AA 43 00 00 65 90,OK,AA 43
2025-12-29T15:07:29.432364,CMD_MEASURE,AA 48,Z = 585.283386 Ω,99 03 01 01 00 00 00 00 00 00 65 90 44 12 52 23 BF 60 90 AD
2025-12-29T15:07:29.457361,CMD_SET_FREQ,AA 43 00 00 69 78,OK,AA 43
2025-12-29T15:07:31.478869,CMD_MEASURE,AA 48,Z = 567.518127 Ω,99 03 01 01 00 00 00 00 00 00 69 78 44 0D E1 29 BF 64 FC 34
2025-12-29T15:07:31.504883,CMD_SET_FREQ,AA 43 00 00 6D 60,OK,AA 43
2025-12-29T15:07:33.527043,CMD_MEASURE,AA 48,Z = 548.684875 Ω,99 03 01 01 00 00 00 00 00 00 6D 60 44 09 2B D5 BF 67 69 80
2025-12-29T15:07:33.549042,CMD_SET_FREQ,AA 43 00 00 71 48,OK,AA 43
2025-12-29T15:07:35.570945,CMD_MEASURE,AA 48,Z = 547.49231 Ω,99 03 01 01 00 00 00 00 00 00 6D 60 44 08 DF 82 BF 62 E9 DD
2025-12-29T15:07:35.597287,CMD_SET_FREQ,AA 43 00 00 75 30,OK,AA 43
2025-12-29T15:07:37.619017,CMD_MEASURE,AA 48,Z = 527.278992 Ω,99 03 01 01 00 00 00 00 00 00 75 30 44 03 D1 DB BF 69 88 7B
2025-12-29T15:07:37.640875,CMD_SET_FREQ,AA 43 00 00 79 18,OK,AA 43
2025-12-29T15:07:39.663943,CMD_MEASURE,AA 48,Z = 506.673401 Ω,99 03 01 01 00 00 00 00 00 00 79 18 43 FD 56 32 BF 6D EC AB
2025-12-29T15:07:39.685851,CMD_SET_FREQ,AA 43 00 00 7D 00,OK,AA 43
2025-12-29T15:07:41.708408,CMD_MEASURE,AA 48,Z = 506.572052 Ω,99 03 01 01 00 00 00 00 00 00 79 18 43 FD 49 39 BF 6C ED 7E
2025-12-29T15:07:41.730408,CMD_SET_FREQ,AA 43 00 00 80 E8,OK,AA 43
2025-12-29T15:07:43.753686,CMD_MEASURE,AA 48,Z = 509.437378 Ω,99 03 01 01 00 00 00 00 00 00 79 18 43 FE B7 FC BF 69 83 AD
2025-12-29T15:07:43.778672,CMD_SET_FREQ,AA 43 00 00 84 D0,OK,AA 43
2025-12-29T15:07:45.800059,CMD_MEASURE,AA 48,Z = 477.124695 Ω,99 03 01 01 00 00 00 00 00 00 84 D0 43 EE 8F F6 BF 72 F3 11
2025-12-29T15:07:45.823323,CMD_SET_FREQ,AA 43 00 00 88 B8,OK,AA 43
2025-12-29T15:07:47.847026,CMD_MEASURE,AA 48,Z = 465.742096 Ω,99 03 01 01 00 00 00 00 00 00 88 B8 43 E8 DE FD BF 70 16 6F
2025-12-29T15:07:47.868648,CMD_SET_FREQ,AA 43 00 00 8C A0,OK,AA 43
2025-12-29T15:07:49.890846,CMD_MEASURE,AA 48,Z = 467.29245 Ω,99 03 01 01 00 00 00 00 00 00 88 B8 43 E9 A5 6F BF 71 F9 11
2025-12-29T15:07:49.912997,CMD_SET_FREQ,AA 43 00 00 90 88,OK,AA 43
2025-12-29T15:07:51.934641,CMD_MEASURE,AA 48,Z = 467.649139 Ω,99 03 01 01 00 00 00 00 00 00 88 B8 43 E9 D3 17 BF 73 5A B9
2025-12-29T15:07:51.955950,CMD_SET_FREQ,AA 43 00 00 94 70,OK,AA 43
2025-12-29T15:07:53.976854,CMD_MEASURE,AA 48,Z = 468.139496 Ω,99 03 01 01 00 00 00 00 00 00 88 B8 43 EA 11 DB BF 74 87 31
2025-12-29T15:07:54.002884,CMD_SET_FREQ,AA 43 00 00 98 58,OK,AA 43
2025-12-29T15:07:56.024873,CMD_MEASURE,AA 48,Z = 424.177856 Ω,99 03 01 01 00 00 00 00 00 00 98 58 43 D4 16 C4 BF 77 43 A4
2025-12-29T15:07:56.045933,CMD_SET_FREQ,AA 43 00 00 9C 40,OK,AA 43
2025-12-29T15:07:58.068106,CMD_MEASURE,AA 48,Z = 425.869659 Ω,99 03 01 01 00 00 00 00 00 00 98 58 43 D4 EF 51 BF 75 00 DD
2025-12-29T15:07:58.090100,CMD_SET_FREQ,AA 43 00 00 A0 28,OK,AA 43
2025-12-29T15:08:00.112389,CMD_MEASURE,AA 48,Z = 412.906525 Ω,99 03 01 01 00 00 00 00 00 00 A0 28 43 CE 74 09 BF 77 8D 8D
2025-12-29T15:08:00.134389,CMD_SET_FREQ,AA 43 00 00 A4 10,OK,AA 43
2025-12-29T15:08:02.155687,CMD_MEASURE,AA 48,Z = 407.296478 Ω,99 03 01 01 00 00 00 00 00 00 A0 28 43 CB A5 F3 BF 76 DC EE
2025-12-29T15:08:02.176753,CMD_SET_FREQ,AA 43 00 00 A7 F8,OK,AA 43
2025-12-29T15:08:04.199155,CMD_MEASURE,AA 48,Z = 405.843018 Ω,99 03 01 01 00 00 00 00 00 00 A0 28 43 CA EB E8 BF 78 15 C2
2025-12-29T15:08:04.224202,CMD_SET_FREQ,AA 43 00 00 AB E0,OK,AA 43
2025-12-29T15:08:06.245888,CMD_MEASURE,AA 48,Z = 384.738312 Ω,99 03 01 01 00 00 00 00 00 00 AB E0 43 C0 5E 81 BF 79 CE 53
2025-12-29T15:08:06.267563,CMD_SET_FREQ,AA 43 00 00 AF C8,OK,AA 43
2025-12-29T15:08:08.289476,CMD_MEASURE,AA 48,Z = 389.505249 Ω,99 03 01 01 00 00 00 00 00 00 AB E0 43 C2 C0 AC BF 78 95 4D
2025-12-29T15:08:08.311580,CMD_SET_FREQ,AA 43 00 00 B3 B0,OK,AA 43
2025-12-29T15:08:10.333765,CMD_MEASURE,AA 48,Z = 384.451324 Ω,99 03 01 01 00 00 00 00 00 00 AB E0 43 C0 39 C5 BF 78 B0 4D
2025-12-29T15:08:10.359766,CMD_SET_FREQ,AA 43 00 00 B7 98,OK,AA 43
2025-12-29T15:08:12.381710,CMD_MEASURE,AA 48,Z = 361.825165 Ω,99 03 01 01 00 00 00 00 00 00 B7 98 43 B4 E9 9F BF 7A D5 F4
2025-12-29T15:08:12.403602,CMD_SET_FREQ,AA 43 00 00 BB 80,OK,AA 43
2025-12-29T15:08:14.425183,CMD_MEASURE,AA 48,Z = 365.542725 Ω,99 03 01 01 00 00 00 00 00 00 B7 98 43 B6 C5 78 BF 7D 1A 5E
2025-12-29T15:08:14.447486,CMD_SET_FREQ,AA 43 00 00 BF 68,OK,AA 43
2025-12-29T15:08:16.470203,CMD_MEASURE,AA 48,Z = 356.167023 Ω,99 03 01 01 00 00 00 00 00 00 BF 68 43 B2 15 61 BF 7A F3 20
2025-12-29T15:08:16.492277,CMD_SET_FREQ,AA 43 00 00 C3 50,OK,AA 43
2025-12-29T15:08:18.514428,CMD_MEASURE,AA 48,Z = 349.790497 Ω,99 03 01 01 00 00 00 00 00 00 BF 68 43 AE E5 2F BF 7D 13 CC
2025-12-29T15:08:18.536973,CMD_SET_FREQ,AA 43 00 00 C7 38,OK,AA 43
2025-12-29T15:08:20.558944,CMD_MEASURE,AA 48,Z = 343.412048 Ω,99 03 01 01 00 00 00 00 00 00 C7 38 43 AB B4 BE BF 7C F4 10
2025-12-29T15:08:20.580912,CMD_SET_FREQ,AA 43 00 00 CB 20,OK,AA 43
2025-12-29T15:08:22.603137,CMD_MEASURE,AA 48,Z = 343.113373 Ω,99 03 01 01 00 00 00 00 00 00 C7 38 43 AB 8E 83 BF 7D C9 5A
2025-12-29T15:08:22.625350,CMD_SET_FREQ,AA 43 00 00 CF 08,OK,AA 43
2025-12-29T15:08:24.647526,CMD_MEASURE,AA 48,Z = 340.214935 Ω,99 03 01 01 00 00 00 00 00 00 C7 38 43 AA 1B 83 BF 7E 2B 47
2025-12-29T15:08:24.669517,CMD_SET_FREQ,AA 43 00 00 D2 F0,OK,AA 43
2025-12-29T15:08:26.691743,CMD_MEASURE,AA 48,Z = 343.631744 Ω,99 03 01 01 00 00 00 00 00 00 C7 38 43 AB D0 DD BF 7A 88 54
2025-12-29T15:08:26.713736,CMD_SET_FREQ,AA 43 00 00 D6 D8,OK,AA 43
2025-12-29T15:08:28.735871,CMD_MEASURE,AA 48,Z = 343.802948 Ω,99 03 01 01 00 00 00 00 00 00 C7 38 43 AB E6 C7 BF 7E 1E BD
2025-12-29T15:08:28.758860,CMD_SET_FREQ,AA 43 00 00 DA C0,OK,AA 43
2025-12-29T15:08:30.780541,CMD_MEASURE,AA 48,Z = 313.419067 Ω,99 03 01 01 00 00 00 00 00 00 DA C0 43 9C B5 A4 BF 7D E7 1E
2025-12-29T15:08:30.802696,CMD_SET_FREQ,AA 43 00 00 DE A8,OK,AA 43
2025-12-29T15:08:32.825062,CMD_MEASURE,AA 48,Z = 317.472168 Ω,99 03 01 01 00 00 00 00 00 00 DA C0 43 9E BC 70 BF 7A 3A 60
2025-12-29T15:08:32.846952,CMD_SET_FREQ,AA 43 00 00 E2 90,OK,AA 43
2025-12-29T15:08:34.868172,CMD_MEASURE,AA 48,Z = 316.03006 Ω,99 03 01 01 00 00 00 00 00 00 DA C0 43 9E 03 D9 BF 7D B9 86
2025-12-29T15:08:34.890910,CMD_SET_FREQ,AA 43 00 00 E6 78,OK,AA 43
2025-12-29T15:08:36.913357,CMD_MEASURE,AA 48,Z = 316.049805 Ω,99 03 01 01 00 00 00 00 00 00 DA C0 43 9E 06 60 BF 7A 67 CD
2025-12-29T15:08:36.935365,CMD_SET_FREQ,AA 43 00 00 EA 60,OK,AA 43
2025-12-29T15:08:38.957702,CMD_MEASURE,AA 48,Z = 297.069305 Ω,99 03 01 01 00 00 00 00 00 00 EA 60 43 94 88 DF BF 78 F8 7A
2025-12-29T15:08:38.981126,CMD_SET_FREQ,AA 43 00 00 EE 48,OK,AA 43
2025-12-29T15:08:41.002817,CMD_MEASURE,AA 48,Z = 291.272125 Ω,99 03 01 01 00 00 00 00 00 00 EE 48 43 91 A2 D5 BF 7C 0B 24
2025-12-29T15:08:41.028235,CMD_SET_FREQ,AA 43 00 00 F2 30,OK,AA 43
2025-12-29T15:08:43.050351,CMD_MEASURE,AA 48,Z = 287.656006 Ω,99 03 01 01 00 00 00 00 00 00 F2 30 43 8F D3 F8 BF 7C 62 42
2025-12-29T15:08:43.073343,CMD_SET_FREQ,AA 43 00 00 F6 18,OK,AA 43
2025-12-29T15:08:45.095636,CMD_MEASURE,AA 48,Z = 283.630066 Ω,99 03 01 01 00 00 00 00 00 00 F6 18 43 8D D0 A6 BF 7A 7A E1
2025-12-29T15:08:45.117594,CMD_SET_FREQ,AA 43 00 00 FA 00,OK,AA 43
2025-12-29T15:08:47.141097,CMD_MEASURE,AA 48,Z = 288.565247 Ω,99 03 01 01 00 00 00 00 00 00 F6 18 43 90 48 5A BF 7B C2 27
2025-12-29T15:08:47.163123,CMD_SET_FREQ,AA 43 00 00 FD E8,OK,AA 43
2025-12-29T15:08:49.188255,CMD_MEASURE,AA 48,Z = 288.062439 Ω,99 03 01 01 00 00 00 00 00 00 F6 18 43 90 07 FE BF 7C 14 79
2025-12-29T15:08:49.210255,CMD_SET_FREQ,AA 43 00 01 01 D0,OK,AA 43
2025-12-29T15:08:51.232481,CMD_MEASURE,AA 48,Z = 287.627686 Ω,99 03 01 01 00 00 00 00 00 00 F6 18 43 8F D0 58 BF 79 45 41
2025-12-29T15:08:51.254119,CMD_SET_FREQ,AA 43 00 01 05 B8,OK,AA 43
2025-12-29T15:08:53.276757,CMD_MEASURE,AA 48,Z = 287.985382 Ω,99 03 01 01 00 00 00 00 00 00 F6 18 43 8F FE 21 BF 78 0D 86
2025-12-29T15:08:53.298789,CMD_SET_FREQ,AA 43 00 01 09 A0,OK,AA 43
2025-12-29T15:08:55.320017,CMD_MEASURE,AA 48,Z = 267.602478 Ω,99 03 01 01 00 00 00 00 00 01 09 A0 43 85 CD 1E BF 78 B0 A1
2025-12-29T15:08:55.343018,CMD_SET_FREQ,AA 43 00 01 0D 88,OK,AA 43
2025-12-29T15:08:57.365876,CMD_MEASURE,AA 48,Z = 267.158112 Ω,99 03 01 01 00 00 00 00 00 01 0D 88 43 85 94 3D BF 77 95 6B
2025-12-29T15:08:57.387767,CMD_SET_FREQ,AA 43 00 01 11 70,OK,AA 43
2025-12-29T15:08:59.410459,CMD_MEASURE,AA 48,Z = 266.248016 Ω,99 03 01 01 00 00 00 00 00 01 0D 88 43 85 1F BF BF 77 7D A0
2025-12-29T15:08:59.434504,CMD_SET_FREQ,AA 43 00 01 15 58,OK,AA 43
2025-12-29T15:09:01.456621,CMD_MEASURE,AA 48,Z = 259.420837 Ω,99 03 01 01 00 00 00 00 00 01 15 58 43 81 B5 DE BF 77 59 00
2025-12-29T15:09:01.478223,CMD_SET_FREQ,AA 43 00 01 19 40,OK,AA 43
2025-12-29T15:09:03.500651,CMD_MEASURE,AA 48,Z = 261.621216 Ω,99 03 01 01 00 00 00 00 00 01 15 58 43 82 CF 84 BF 75 4F 0B
2025-12-29T15:09:03.522648,CMD_SET_FREQ,AA 43 00 01 1D 28,OK,AA 43
2025-12-29T15:09:05.545093,CMD_MEASURE,AA 48,Z = 257.99353 Ω,99 03 01 01 00 00 00 00 00 01 15 58 43 80 FF 2C BF 75 7E F5
2025-12-29T15:09:05.566779,CMD_SET_FREQ,AA 43 00 01 21 10,OK,AA 43
2025-12-29T15:09:07.589811,CMD_MEASURE,AA 48,Z = 260.626221 Ω,99 03 01 01 00 00 00 00 00 01 15 58 43 82 50 28 BF 77 C6 85
2025-12-29T15:09:07.611713,CMD_SET_FREQ,AA 43 00 01 24 F8,OK,AA 43
2025-12-29T15:09:09.635030,CMD_MEASURE,AA 48,Z = 247.872192 Ω,99 03 01 01 00 00 00 00 00 01 24 F8 43 77 DF 48 BF 72 BC EE
2025-12-29T15:09:09.660085,CMD_SET_FREQ,AA 43 00 01 28 E0,OK,AA 43
2025-12-29T15:09:11.684246,CMD_MEASURE,AA 48,Z = 243.404572 Ω,99 03 01 01 00 00 00 00 00 01 28 E0 43 73 67 92 BF 76 88 B4
2025-12-29T15:09:11.706522,CMD_SET_FREQ,AA 43 00 01 2C C8,OK,AA 43
2025-12-29T15:09:13.728958,CMD_MEASURE,AA 48,Z = 244.741028 Ω,99 03 01 01 00 00 00 00 00 01 28 E0 43 74 BD B4 BF 76 19 EA
2025-12-29T15:09:13.750776,CMD_SET_FREQ,AA 43 00 01 30 B0,OK,AA 43
2025-12-29T15:09:15.773269,CMD_MEASURE,AA 48,Z = 243.56366 Ω,99 03 01 01 00 00 00 00 00 01 28 E0 43 73 90 4C BF 74 17 9D
2025-12-29T15:09:15.798265,CMD_SET_FREQ,AA 43 00 01 34 98,OK,AA 43
2025-12-29T15:09:17.820117,CMD_MEASURE,AA 48,Z = 239.990219 Ω,99 03 01 01 00 00 00 00 00 01 34 98 43 6F FD 7F BF 72 27 AD
2025-12-29T15:09:17.841663,CMD_SET_FREQ,AA 43 00 01 38 80,OK,AA 43
2025-12-29T15:09:19.864802,CMD_MEASURE,AA 48,Z = 240.504395 Ω,99 03 01 01 00 00 00 00 00 01 34 98 43 70 81 20 BF 71 5C 49
2025-12-29T15:09:19.887285,CMD_SET_FREQ,AA 43 00 01 3C 68,OK,AA 43
2025-12-29T15:09:21.909631,CMD_MEASURE,AA 48,Z = 240.663727 Ω,99 03 01 01 00 00 00 00 00 01 34 98 43 70 A9 EA BF 74 E5 DE
2025-12-29T15:09:21.930435,CMD_SET_FREQ,AA 43 00 01 40 50,OK,AA 43
2025-12-29T15:09:23.951915,CMD_MEASURE,AA 48,Z = 230.478226 Ω,99 03 01 01 00 00 00 00 00 01 40 50 43 66 7A 6D BF 73 55 AF
2025-12-29T15:09:23.973913,CMD_SET_FREQ,AA 43 00 01 44 38,OK,AA 43
2025-12-29T15:09:25.996474,CMD_MEASURE,AA 48,Z = 232.463638 Ω,99 03 01 01 00 00 00 00 00 01 40 50 43 68 76 B1 BF 71 6A 24
2025-12-29T15:09:26.018473,CMD_SET_FREQ,AA 43 00 01 48 20,OK,AA 43
2025-12-29T15:09:28.040924,CMD_MEASURE,AA 48,Z = 227.337875 Ω,99 03 01 01 00 00 00 00 00 01 48 20 43 63 56 7F BF 6E DB AC
2025-12-29T15:09:28.062963,CMD_SET_FREQ,AA 43 00 01 4C 08,OK,AA 43
2025-12-29T15:09:30.084645,CMD_MEASURE,AA 48,Z = 227.583557 Ω,99 03 01 01 00 00 00 00 00 01 48 20 43 63 95 64 BF 6F AC 25
2025-12-29T15:09:30.106376,CMD_SET_FREQ,AA 43 00 01 4F F0,OK,AA 43
2025-12-29T15:09:32.128738,CMD_MEASURE,AA 48,Z = 226.992722 Ω,99 03 01 01 00 00 00 00 00 01 48 20 43 62 FE 23 BF 6F 02 9C
2025-12-29T15:09:32.150759,CMD_SET_FREQ,AA 43 00 01 53 D8,OK,AA 43
2025-12-29T15:09:34.172154,CMD_MEASURE,AA 48,Z = 225.84935 Ω,99 03 01 01 00 00 00 00 00 01 48 20 43 61 D9 6F BF 6F D7 E3
2025-12-29T15:09:34.196442,CMD_SET_FREQ,AA 43 00 01 57 C0,OK,AA 43
2025-12-29T15:09:36.219818,CMD_MEASURE,AA 48,Z = 227.866882 Ω,99 03 01 01 00 00 00 00 00 01 48 20 43 63 DD EC BF 6E 41 A4
2025-12-29T15:09:36.241817,CMD_SET_FREQ,AA 43 00 01 5B A8,OK,AA 43
2025-12-29T15:09:38.266063,CMD_MEASURE,AA 48,Z = 226.260376 Ω,99 03 01 01 00 00 00 00 00 01 48 20 43 62 42 A8 BF 6E 46 2D
2025-12-29T15:09:38.289049,CMD_SET_FREQ,AA 43 00 01 5F 90,OK,AA 43
2025-12-29T15:09:40.310346,CMD_MEASURE,AA 48,Z = 213.943802 Ω,99 03 01 01 00 00 00 00 00 01 5F 90 43 55 F1 9D BF 69 5E F9
2025-12-29T15:09:40.332321,CMD_SET_FREQ,AA 43 00 01 63 78,OK,AA 43
2025-12-29T15:09:42.355334,CMD_MEASURE,AA 48,Z = 215.694931 Ω,99 03 01 01 00 00 00 00 00 01 63 78 43 57 B1 E7 BF 6C 44 6F
2025-12-29T15:09:42.377230,CMD_SET_FREQ,AA 43 00 01 67 60,OK,AA 43
2025-12-29T15:09:44.400277,CMD_MEASURE,AA 48,Z = 213.986679 Ω,99 03 01 01 00 00 00 00 00 01 63 78 43 55 FC 97 BF 69 1E 92
2025-12-29T15:09:44.422247,CMD_SET_FREQ,AA 43 00 01 6B 48,OK,AA 43
2025-12-29T15:09:46.444350,CMD_MEASURE,AA 48,Z = 214.202042 Ω,99 03 01 01 00 00 00 00 00 01 63 78 43 56 33 B9 BF 6B B7 E5
2025-12-29T15:09:46.467407,CMD_SET_FREQ,AA 43 00 01 6F 30,OK,AA 43
2025-12-29T15:09:48.490375,CMD_MEASURE,AA 48,Z = 210.246521 Ω,99 03 01 01 00 00 00 00 00 01 6F 30 43 52 3F 1C BF 67 C9 37
2025-12-29T15:09:48.515377,CMD_SET_FREQ,AA 43 00 01 73 18,OK,AA 43
2025-12-29T15:09:50.537419,CMD_MEASURE,AA 48,Z = 205.580475 Ω,99 03 01 01 00 00 00 00 00 01 73 18 43 4D 94 9A BF 6A 54 AF
2025-12-29T15:09:50.559162,CMD_SET_FREQ,AA 43 00 01 77 00,OK,AA 43
2025-12-29T15:09:52.581171,CMD_MEASURE,AA 48,Z = 208.028381 Ω,99 03 01 01 00 00 00 00 00 01 73 18 43 50 07 44 BF 65 D3 FD
2025-12-29T15:09:52.603171,CMD_SET_FREQ,AA 43 00 01 7A E8,OK,AA 43
2025-12-29T15:09:54.625187,CMD_MEASURE,AA 48,Z = 205.536484 Ω,99 03 01 01 00 00 00 00 00 01 7A E8 43 4D 89 57 BF 67 0D 32
2025-12-29T15:09:54.647223,CMD_SET_FREQ,AA 43 00 01 7E D0,OK,AA 43
2025-12-29T15:09:56.670196,CMD_MEASURE,AA 48,Z = 200.179932 Ω,99 03 01 01 00 00 00 00 00 01 7E D0 43 48 2E 10 BF 68 83 76
2025-12-29T15:09:56.692228,CMD_SET_FREQ,AA 43 00 01 82 B8,OK,AA 43
2025-12-29T15:09:58.715079,CMD_MEASURE,AA 48,Z = 201.159637 Ω,99 03 01 01 00 00 00 00 00 01 7E D0 43 49 28 DE BF 66 87 F6
2025-12-29T15:09:58.737078,CMD_SET_FREQ,AA 43 00 01 86 A0,OK,AA 43
2025-12-29T15:10:00.759379,CMD_MEASURE,AA 48,Z = 198.613129 Ω,99 03 01 01 00 00 00 00 00 01 86 A0 43 46 9C F6 BF 64 6D 6E
2025-12-29T15:13:08.088436,CMD_GET_NAME,AA 40,@E728,AA 40 45 37 32 38
2025-12-29T15:13:36.611986,CMD_SET_FREQ,AA 43 00 00 03 E8,OK,AA 43
2025-12-29T15:13:36.622995,CMD_SET_BIAS,AA 46 00 00,OK,AA 46
2025-12-29T15:13:38.852769,CMD_SET_FREQ,AA 43 00 00 03 E8,OK,AA 43
2025-12-29T15:13:40.878432,CMD_MEASURE,AA 48,Z = 1102.141113 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 C4 84 BD 41 23 F9
2025-12-29T15:13:40.900428,CMD_SET_FREQ,AA 43 00 00 2E E0,OK,AA 43
2025-12-29T15:13:42.923722,CMD_MEASURE,AA 48,Z = 1094.368774 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 CB CD BD 84 2B 43
2025-12-29T15:13:42.945719,CMD_SET_FREQ,AA 43 00 00 59 D8,OK,AA 43
2025-12-29T15:13:44.970871,CMD_MEASURE,AA 48,Z = 1095.640747 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 F4 81 BD 50 15 E9
2025-12-29T15:13:44.993657,CMD_SET_FREQ,AA 43 00 00 84 D0,OK,AA 43
2025-12-29T15:13:47.016266,CMD_MEASURE,AA 48,Z = 472.791779 Ω,99 03 01 01 00 00 00 00 00 00 84 D0 43 EC 65 59 BF 71 31 7E
2025-12-29T15:13:47.040925,CMD_SET_FREQ,AA 43 00 00 AF C8,OK,AA 43
2025-12-29T15:13:49.063331,CMD_MEASURE,AA 48,Z = 377.351562 Ω,99 03 01 01 00 00 00 00 00 00 AF C8 43 BC AD 00 BF 78 4A D0
2025-12-29T15:13:49.086034,CMD_SET_FREQ,AA 43 00 00 DA C0,OK,AA 43
2025-12-29T15:13:51.108512,CMD_MEASURE,AA 48,Z = 379.785492 Ω,99 03 01 01 00 00 00 00 00 00 AF C8 43 BD E4 8B BF 79 F0 27
2025-12-29T15:13:51.132510,CMD_SET_FREQ,AA 43 00 01 05 B8,OK,AA 43
2025-12-29T15:13:53.154953,CMD_MEASURE,AA 48,Z = 274.846863 Ω,99 03 01 01 00 00 00 00 00 01 05 B8 43 89 6C 66 BF 77 03 01
2025-12-29T15:13:53.176572,CMD_SET_FREQ,AA 43 00 01 30 B0,OK,AA 43
2025-12-29T15:13:55.199004,CMD_MEASURE,AA 48,Z = 272.23111 Ω,99 03 01 01 00 00 00 00 00 01 05 B8 43 88 1D 95 BF 77 2F 28
2025-12-29T15:13:55.220681,CMD_SET_FREQ,AA 43 00 01 5B A8,OK,AA 43
2025-12-29T15:13:57.243558,CMD_MEASURE,AA 48,Z = 272.777649 Ω,99 03 01 01 00 00 00 00 00 01 05 B8 43 88 63 8A BF 77 60 D4
2025-12-29T15:13:57.267665,CMD_SET_FREQ,AA 43 00 01 86 A0,OK,AA 43
2025-12-29T15:13:59.289051,CMD_MEASURE,AA 48,Z = 199.430756 Ω,99 03 01 01 00 00 00 00 00 01 86 A0 43 47 6E 46 BF 65 33 90
2025-12-29T15:25:21.067236,CMD_GET_NAME,AA 40,@E728,AA 40 45 37 32 38
2025-12-29T15:25:29.144595,CMD_SET_FREQ,AA 43 00 00 03 E8,OK,AA 43
2025-12-29T15:25:29.155594,CMD_SET_BIAS,AA 46 00 00,OK,AA 46
2025-12-29T15:25:30.084805,CMD_SET_FREQ,AA 43 00 00 03 E8,OK,AA 43
2025-12-29T15:25:32.106530,CMD_MEASURE,AA 48,Z = 1105.457153 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 8A 2E A1 BD 73 F7 D4
2025-12-29T15:25:32.127444,CMD_SET_FREQ,AA 43 00 00 2E E0,OK,AA 43
2025-12-29T15:25:34.157216,CMD_MEASURE,AA 48,Z = 1098.227051 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 89 47 44 BD 83 86 1C
2025-12-29T15:25:34.180212,CMD_SET_FREQ,AA 43 00 00 59 D8,OK,AA 43
2025-12-29T15:25:36.203687,CMD_MEASURE,AA 48,Z = 1094.722778 Ω,99 03 01 01 00 00 00 00 00 00 03 E8 44 88 D7 21 BD 82 45 F6
2025-12-29T15:25:36.226811,CMD_SET_FREQ,AA 43 00 00 84 D0,OK,AA 43
2025-12-29T15:25:38.250504,CMD_MEASURE,AA 48,Z = 470.445892 Ω,99 03 01 01 00 00 00 00 00 00 84 D0 43 EB 39 13 BF 6E 94 80
2025-12-29T15:25:38.275508,CMD_SET_FREQ,AA 43 00 00 AF C8,OK,AA 43
2025-12-29T15:25:40.298734,CMD_MEASURE,AA 48,Z = 381.439819 Ω,99 03 01 01 00 00 00 00 00 00 AF C8 43 BE B8 4C BF 7C CD 33
2025-12-29T15:25:40.321500,CMD_SET_FREQ,AA 43 00 00 DA C0,OK,AA 43
2025-12-29T15:25:42.346056,CMD_MEASURE,AA 48,Z = 313.468262 Ω,99 03 01 01 00 00 00 00 00 00 DA C0 43 9C BB F0 BF 7A 76 50
